"spec","target_label","target_size","ate_climate_behavior"
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+weather_risk_prep",3,0.235384891854727
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+social_norms",3,0.253341024324773
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+trust_science",3,0.188368974951415
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+policy_support",3,0.188368974951415
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep+social_norms",3,0.286539018559229
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep+trust_science",3,0.221566969185871
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep+policy_support",3,0.221566969185871
"confound_1of8_trust_science_social_norms","belief_concern+social_norms+trust_science",3,0.235806757203122
"confound_1of8_trust_science_social_norms","belief_concern+social_norms+policy_support",3,0.235806757203122
"confound_1of8_trust_science_social_norms","belief_concern+trust_science+policy_support",3,0.170834707829764
"confound_1of8_trust_science_social_norms","harm_present+harm_future+weather_risk_prep",3,0.246510437190288
"confound_1of8_trust_science_social_norms","harm_present+harm_future+social_norms",3,0.256677932046721
"confound_1of8_trust_science_social_norms","harm_present+harm_future+trust_science",3,0.191705882673363
"confound_1of8_trust_science_social_norms","harm_present+harm_future+policy_support",3,0.191705882673363
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep+social_norms",3,0.311482486563646
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep+trust_science",3,0.246510437190288
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep+policy_support",3,0.246510437190288
"confound_1of8_trust_science_social_norms","harm_present+social_norms+trust_science",3,0.256677932046721
"confound_1of8_trust_science_social_norms","harm_present+social_norms+policy_support",3,0.256677932046721
"confound_1of8_trust_science_social_norms","harm_present+trust_science+policy_support",3,0.191705882673363
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep+social_norms",3,0.256462974426197
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep+trust_science",3,0.191490925052839
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep+policy_support",3,0.191490925052839
"confound_1of8_trust_science_social_norms","harm_future+social_norms+trust_science",3,0.186860865774137
"confound_1of8_trust_science_social_norms","harm_future+social_norms+policy_support",3,0.186860865774137
"confound_1of8_trust_science_social_norms","harm_future+trust_science+policy_support",3,0.121888816400779
"confound_1of8_trust_science_social_norms","weather_risk_prep+social_norms+trust_science",3,0.160408190525668
"confound_1of8_trust_science_social_norms","weather_risk_prep+social_norms+policy_support",3,0.160408190525668
"confound_1of8_trust_science_social_norms","weather_risk_prep+trust_science+policy_support",3,0.0954361411523098
"confound_1of8_trust_science_social_norms","social_norms+trust_science+policy_support",3,0.0649720493733579
"confound_1of8_harm_present_weather_risk_prep","belief_concern",1,0.201945984975467
"confound_1of8_harm_present_weather_risk_prep","harm_present",1,0.147100666969573
"confound_1of8_harm_present_weather_risk_prep","harm_future",1,0.0999385321203149
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep",1,0.0933876950834247
"confound_1of8_harm_present_weather_risk_prep","social_norms",1,0.063577691697757
"confound_1of8_harm_present_weather_risk_prep","trust_science",1,0.0438462715845322
"confound_1of8_harm_present_weather_risk_prep","policy_support",1,0
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present",2,0.225623351857108
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_future",2,0.216322626448976
"confound_1of8_harm_present_weather_risk_prep","belief_concern+weather_risk_prep",2,0.251589348892042
"confound_1of8_harm_present_weather_risk_prep","belief_concern+social_norms",2,0.230745322952539
"confound_1of8_harm_present_weather_risk_prep","belief_concern+trust_science",2,0.211013902839314
"confound_1of8_harm_present_weather_risk_prep","belief_concern+policy_support",2,0.201945984975467
"confound_1of8_harm_present_weather_risk_prep","harm_present+harm_future",2,0.157556142109548
"confound_1of8_harm_present_weather_risk_prep","harm_present+weather_risk_prep",2,0.240488362052998
"confound_1of8_harm_present_weather_risk_prep","harm_present+social_norms",2,0.21067835866733
"confound_1of8_harm_present_weather_risk_prep","harm_present+trust_science",2,0.190946938554105
"confound_1of8_harm_present_weather_risk_prep","harm_present+policy_support",2,0.147100666969573
"confound_1of8_harm_present_weather_risk_prep","harm_future+weather_risk_prep",2,0.19332622720374
"confound_1of8_harm_present_weather_risk_prep","harm_future+social_norms",2,0.153060748678097
"confound_1of8_harm_present_weather_risk_prep","harm_future+trust_science",2,0.133329328564872
"confound_1of8_harm_present_weather_risk_prep","harm_future+policy_support",2,0.0999385321203149
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep+social_norms",2,0.156965386781182
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep+trust_science",2,0.137233966667957
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep+policy_support",2,0.0933876950834247
"confound_1of8_harm_present_weather_risk_prep","social_norms+trust_science",2,0.063577691697757
"confound_1of8_harm_present_weather_risk_prep","social_norms+policy_support",2,0.063577691697757
"confound_1of8_harm_present_weather_risk_prep","trust_science+policy_support",2,0.0438462715845322
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+harm_future",3,0.2271274225527
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+weather_risk_prep",3,0.275266715773683
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+social_norms",3,0.25442268983418
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+trust_science",3,0.234691269720955
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present+policy_support",3,0.225623351857108
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_future+weather_risk_prep",3,0.265965990365551
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_future+social_norms",3,0.243617893730456
