"alpha","boot_id","node","n_mags_b","n_zero","n_positive","n_negative","n_unidentified","any_positive","any_negative","all_zero","all_positive","any_unidentified","min_positive","max_positive"
"0.01",841,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.158381095730025,0.158381095730025
"0.01",841,"harm_future",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0814904020629481,0.0814904020629481
"0.01",841,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.173416399793273,0.173416399793273
"0.01",841,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",841,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",841,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",841,"trust_science",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",841,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"belief_concern",48,48,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"harm_future",48,48,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"harm_present",48,48,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"policy_support",48,48,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"politics",48,48,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"social_norms",48,48,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"trust_science",48,48,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",842,"weather_risk_prep",48,24,0,0,24,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",843,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.223461156907318,0.223461156907318
"0.01",843,"harm_future",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.111749733186991,0.111749733186991
"0.01",843,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.19315836410685,0.19315836410685
"0.01",843,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",843,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",843,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",843,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",843,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"belief_concern",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"harm_present",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",844,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",845,"belief_concern",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.123907260890473,0.133783144559157
"0.01",845,"harm_future",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0704730264192319,0.0775474047312965
"0.01",845,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.173520604038475,0.173520604038475
"0.01",845,"policy_support",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",845,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",845,"social_norms",2,1,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",845,"trust_science",2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",845,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",846,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"belief_concern",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"harm_future",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"harm_present",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"policy_support",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"politics",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"social_norms",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"trust_science",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",847,"weather_risk_prep",3,1,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,0.173328565592964,0.173328565592964
"0.01",848,"belief_concern",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",848,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",848,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",848,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",848,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",848,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",848,"trust_science",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",848,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",849,"belief_concern",230,36,140,0,54,TRUE,FALSE,FALSE,FALSE,TRUE,0.206769145141159,0.259154723762741
"0.01",849,"harm_future",230,222,0,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",849,"harm_present",230,230,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",849,"policy_support",230,230,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",849,"politics",230,194,0,0,36,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",849,"social_norms",230,230,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",849,"trust_science",230,230,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",849,"weather_risk_prep",230,112,0,0,118,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",850,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",850,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",850,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",850,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",850,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",850,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",850,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",850,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",851,"belief_concern",84,16,40,0,28,TRUE,FALSE,FALSE,FALSE,TRUE,0.203200924189135,0.234472370145681
"0.01",851,"harm_future",84,40,0,0,44,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",851,"harm_present",84,0,84,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.184781050632452,0.268182441625768
"0.01",851,"policy_support",84,84,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",851,"politics",84,80,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",851,"social_norms",84,80,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",851,"trust_science",84,64,12,0,8,TRUE,FALSE,FALSE,FALSE,TRUE,0.113311923302581,0.198375860871117
"0.01",851,"weather_risk_prep",84,84,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",853,"belief_concern",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.258869479431249,0.258869479431249
"0.01",853,"harm_future",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",853,"harm_present",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",853,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",853,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",853,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",853,"trust_science",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.203967855899854,0.203967855899854
"0.01",853,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",854,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",855,"weather_risk_prep",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.23454032173509,0.23454032173509
"0.01",856,"belief_concern",3,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",856,"harm_future",3,1,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,0.0604377354174457,0.0604377354174457
"0.01",856,"harm_present",3,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",856,"policy_support",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",856,"politics",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",856,"social_norms",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",856,"trust_science",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",856,"weather_risk_prep",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0843260432111579,0.0843260432111579
"0.01",857,"belief_concern",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",857,"harm_future",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",857,"harm_present",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",857,"policy_support",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",857,"politics",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",857,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",857,"trust_science",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",857,"weather_risk_prep",8,4,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",858,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",858,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",858,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",858,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",858,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",858,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",858,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",858,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",859,"belief_concern",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.165684137505149,0.165684137505149
"0.01",859,"harm_future",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0709431925143777,0.0709431925143777
"0.01",859,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.169623277109851,0.169623277109851
"0.01",859,"policy_support",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.220854216007349,0.220854216007349
"0.01",859,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",859,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",859,"trust_science",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",859,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",860,"belief_concern",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.170558744103186,0.184699321295503
"0.01",860,"harm_future",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.104385719363408,0.113308091055362
"0.01",860,"harm_present",3,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.228056173295391,0.228056173295391
"0.01",860,"policy_support",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",860,"politics",3,2,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",860,"social_norms",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",860,"trust_science",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",860,"weather_risk_prep",3,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",861,"belief_concern",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",861,"harm_future",30,24,0,0,6,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",861,"harm_present",30,8,14,0,8,TRUE,FALSE,FALSE,FALSE,TRUE,0.210034221660401,0.242616750492034
"0.01",861,"policy_support",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",861,"politics",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",861,"social_norms",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",861,"trust_science",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",861,"weather_risk_prep",30,30,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",863,"belief_concern",6,0,6,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.221415864277604,0.221415864277604
"0.01",863,"harm_future",6,2,2,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,0.118910921515272,0.118910921515272
"0.01",863,"harm_present",6,0,6,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.215440162693386,0.236633676114135
"0.01",863,"policy_support",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",863,"politics",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",863,"social_norms",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",863,"trust_science",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",863,"weather_risk_prep",6,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",864,"weather_risk_prep",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.185569626623903,0.185569626623903
"0.01",865,"belief_concern",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",865,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",865,"harm_present",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",865,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",865,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",865,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",865,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",865,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"belief_concern",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"harm_future",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"harm_present",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"policy_support",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"politics",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"social_norms",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"trust_science",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",866,"weather_risk_prep",8,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",867,"belief_concern",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.205030343205458,0.205030343205458
"0.01",867,"harm_future",4,2,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",867,"harm_present",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.211020570330703,0.234524816799637
"0.01",867,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",867,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",867,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",867,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",867,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"belief_concern",32,32,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"harm_future",32,32,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"harm_present",32,32,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"policy_support",32,32,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"politics",32,32,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"social_norms",32,32,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"trust_science",32,32,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",868,"weather_risk_prep",32,16,0,0,16,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",869,"belief_concern",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",869,"harm_future",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",869,"harm_present",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",869,"policy_support",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",869,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",869,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",869,"trust_science",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",869,"weather_risk_prep",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",870,"belief_concern",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",870,"harm_future",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",870,"harm_present",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.126165009600731,0.126165009600731
"0.01",870,"policy_support",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",870,"politics",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",870,"social_norms",1,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",870,"trust_science",1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",870,"weather_risk_prep",1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.0664361957981143,0.0664361957981143
"0.01",871,"belief_concern",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",871,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",871,"harm_present",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",871,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",871,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",871,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",871,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",871,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",872,"belief_concern",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",872,"harm_future",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",872,"harm_present",4,0,4,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.264301863964552,0.264301863964552
"0.01",872,"policy_support",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",872,"politics",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",872,"social_norms",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",872,"trust_science",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",872,"weather_risk_prep",4,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",873,"belief_concern",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.22354661057601,0.22354661057601
"0.01",873,"harm_future",2,1,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
"0.01",873,"harm_present",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.156423031010802,0.166542498941277
"0.01",873,"policy_support",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",873,"politics",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",873,"social_norms",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
"0.01",873,"trust_science",2,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,0.200853556007991,0.200853556007991
"0.01",873,"weather_risk_prep",2,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
