"spec","target_label","target_size","ate_climate_behavior"
"confound_1of8_trust_science_social_norms","weather_risk_prep+trust_science",2,0.110353408224119
"confound_1of8_trust_science_social_norms","weather_risk_prep+policy_support",2,0.12838701822309
"confound_1of8_trust_science_social_norms","social_norms+trust_science",2,0.0570994100043247
"confound_1of8_trust_science_social_norms","social_norms+policy_support",2,0.0570994100043247
"confound_1of8_trust_science_social_norms","trust_science+policy_support",2,0.0351382651056508
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+harm_future",3,0.232483983678484
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+weather_risk_prep",3,0.27493392992067
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+social_norms",3,0.263693337377256
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+trust_science",3,0.235564790876014
"confound_1of8_trust_science_social_norms","belief_concern+harm_present+policy_support",3,0.241732192478582
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+weather_risk_prep",3,0.263983874372822
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+social_norms",3,0.249254897404115
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+trust_science",3,0.221126350902873
"confound_1of8_trust_science_social_norms","belief_concern+harm_future+policy_support",3,0.227293752505441
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep+social_norms",3,0.280891837351546
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep+trust_science",3,0.252763290850304
"confound_1of8_trust_science_social_norms","belief_concern+weather_risk_prep+policy_support",3,0.258930692452872
"confound_1of8_trust_science_social_norms","belief_concern+social_norms+trust_science",3,0.231322334463148
"confound_1of8_trust_science_social_norms","belief_concern+social_norms+policy_support",3,0.231322334463148
"confound_1of8_trust_science_social_norms","belief_concern+trust_science+policy_support",3,0.209361189564474
"confound_1of8_trust_science_social_norms","harm_present+harm_future+weather_risk_prep",3,0.253534365024937
"confound_1of8_trust_science_social_norms","harm_present+harm_future+social_norms",3,0.253159574378017
"confound_1of8_trust_science_social_norms","harm_present+harm_future+trust_science",3,0.213164819480371
"confound_1of8_trust_science_social_norms","harm_present+harm_future+policy_support",3,0.231198429479343
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep+social_norms",3,0.30670802225487
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep+trust_science",3,0.266713267357224
"confound_1of8_trust_science_social_norms","harm_present+weather_risk_prep+policy_support",3,0.284746877356196
"confound_1of8_trust_science_social_norms","harm_present+social_norms+trust_science",3,0.253159574378017
"confound_1of8_trust_science_social_norms","harm_present+social_norms+policy_support",3,0.253159574378017
"confound_1of8_trust_science_social_norms","harm_present+trust_science+policy_support",3,0.231198429479343
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep+social_norms",3,0.249763575446822
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep+trust_science",3,0.209768820549177
"confound_1of8_trust_science_social_norms","harm_future+weather_risk_prep+policy_support",3,0.227802430548148
"confound_1of8_trust_science_social_norms","harm_future+social_norms+trust_science",3,0.181756736953799
"confound_1of8_trust_science_social_norms","harm_future+social_norms+policy_support",3,0.181756736953799
"confound_1of8_trust_science_social_norms","harm_future+trust_science+policy_support",3,0.159795592055125
"confound_1of8_trust_science_social_norms","weather_risk_prep+social_norms+trust_science",3,0.150348163121764
"confound_1of8_trust_science_social_norms","weather_risk_prep+social_norms+policy_support",3,0.150348163121764
"confound_1of8_trust_science_social_norms","weather_risk_prep+trust_science+policy_support",3,0.12838701822309
"confound_1of8_trust_science_social_norms","social_norms+trust_science+policy_support",3,0.0570994100043247
"confound_1of8_harm_present_weather_risk_prep","belief_concern",1,0.206623251511002
"confound_1of8_harm_present_weather_risk_prep","harm_present",1,0.155354885274597
"confound_1of8_harm_present_weather_risk_prep","harm_future",1,0.102684353251575
"confound_1of8_harm_present_weather_risk_prep","weather_risk_prep",1,0.0931096629985981
"confound_1of8_harm_present_weather_risk_prep","social_norms",1,0.0572702993346699
"confound_1of8_harm_present_weather_risk_prep","trust_science",1,0.0343046629161073
"confound_1of8_harm_present_weather_risk_prep","policy_support",1,0.0162531896599099
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_present",2,0.231629193041996
"confound_1of8_harm_present_weather_risk_prep","belief_concern+harm_future",2,0.221394900575445
"confound_1of8_harm_present_weather_risk_prep","belief_concern+weather_risk_prep",2,0.256118816870011
"confound_1of8_harm_present_weather_risk_prep","belief_concern+social_norms",2,0.231233340717864
"confound_1of8_harm_present_weather_risk_prep","belief_concern+trust_science",2,0.213717850973279
"confound_1of8_harm_present_weather_risk_prep","belief_concern+policy_support",2,0.211101570120367
"confound_1of8_harm_present_weather_risk_prep","harm_present+harm_future",2,0.163535093284356
"confound_1of8_harm_present_weather_risk_prep","harm_present+weather_risk_prep",2,0.248464548273196
